Indicator,"Opioid-related and other drug poisoning deaths per 100,000 people, by drug type"
Source,"Centers for Disease Control and Prevention, National Center for Health Statistics via CDC WONDER Database.<br />
<br />
Suggested Citation:<br />
<br />
SHADAC analysis of [DATA SOURCE], State Health Compare, SHADAC, University of Minnesota, statehealthcompare.shadac.org, Accessed [DATE].<br />
<div><br />
</div>"
Notes,"Age-adjusted rates of drug-poisoning deaths, including those associated with certain opioids (natural and semi-synthetic opioids [e.g., hydrocodone, oxycodone], synthetic opioids [e.g., fentanyl], and heroin), and other selected drugs. Rates and standard errors obtained from the CDC WONDER Database using ICD-10 underlying cause-of-death codes X40&ndash;X44 (unintentional death), X60&ndash;X64 (suicide), X85 (homicide), and Y10&ndash;Y14 (death of undetermined intent) with multiple cause-of-death codes of T40.2 (other opioids [i.e., natural and semi-synthetic opioids]), T40.4 (other synthetic opioids [i.e., those other than methadone]), T40.1 (heroin), T40.5 (cocaine) and T43.6 (psychostimulants with abuse potential). Excluded opioids include T40.0 (opiuim), T40.3 (methadone), T40.6 (other or unspecified opioids). Deaths from these types of drugs are not mutually exclusive (e.g., an overdose death may involve both heroin and synthetic opioids); because of that, death rates cannot be accurately summed across categories for a total rate. N/A indicates that data are suppressed because the rate is based on 20 or fewer deaths. In some years, deaths related to specific drugs may be under-reported because of an unusually high number of death certificates with a cause listed as "pending" (e.g., Ohio and West Virginia in 2009). More information is available&nbsp;<a href="https://www.cdc.gov/nchs/data/nvsr/nvsr60/nvsr60_03.pdf">here</a>."
Description,"<div><span style="font-size: 18px;">Age-adjusted rates of deaths caused by drug poisoning (i.e., overdose), including those caused by natural and semi-synthetic opioids, synthetic opioids (non-methadone), the illegal opioid heroin, cocaine, and psychostimulants.</span></div>
<div><span style="font-size: 18px;"><br />
</span></div>
<div><span style="font-size: 18px;">Natural and semi-synthetic opioids &ndash; This category includes common prescription painkiller pills (e.g., hydrocodone and oxycodone). It includes deaths from painkillers that were legitimately manufactured, prescribed and sold, as well as those that may have been improperly prescribed or diverted from their intended source. It also may include deaths from &ldquo;counterfeit&rdquo; painkiller pills that were illicitly trafficked.</span></div>
<div><span style="font-size: 18px;"><br />
</span></div>
<div><span style="font-size: 18px;">Synthetic opioids &ndash; This category include synthetic opioids (e.g., fentanyl). However, it excludes methadone, a synthetic opioid that is used both as a painkiller and as a U.S. Food and Drug Administration-approved medication for treating opioid use disorder. It includes deaths from synthetic that were legitimately manufactured, prescribed and sold, as well as those that may have been improperly prescribed or diverted from their intended source. It also includes deaths from illicitly trafficked synthetic opioids, which may be sold inaccurately (i.e., sold as heroin when it actually is fentanyl) or combined with other drugs (i.e., mixed into heroin or counterfeit painkiller pills to increase their potency).</span></div>
<div><span style="font-size: 18px;"><br />
</span></div>
<div><span style="font-size: 18px;">Heroin &ndash; This category includes only heroin, which has no legal medical use in the United States and is exclusively trafficked illicitly. However, heroin may be mixed with other drugs (e.g., synthetic opioids).</span></div>
<div><span style="font-size: 18px;"><br />
</span></div>
04,Arizona,Cocaine,2010,"Rate per 100,000",1.01205,0.25237175822257996
05,Arkansas,Cocaine,2010,"Rate per 100,000",N/A,N/A
06,California,Cocaine,2010,"Rate per 100,000",0.63138,8.0626152455806732E-2
08,Colorado,Cocaine,2010,"Rate per 100,000",1.30789,0.31422579288482666
09,Connecticut,Cocaine,2010,"Rate per 100,000",1.38767,0.39141106605529785
10,Delaware,Cocaine,2010,"Rate per 100,000",2.86499,1.1383774280548096
11,Dist. of Columbia,Cocaine,2010,"Rate per 100,000",6.27217,2.0171811580657959
12,Florida,Cocaine,2010,"Rate per 100,000",1.83642,0.20052029192447662
13,Georgia,Cocaine,2010,"Rate per 100,000",1.05656,0.20246203243732452
15,Hawaii,Cocaine,2010,"Rate per 100,000",N/A,N/A
16,Idaho,Cocaine,2010,"Rate per 100,000",N/A,N/A
17,Illinois,Cocaine,2010,"Rate per 100,000",2.2416,0.2615189254283905
18,Indiana,Cocaine,2010,"Rate per 100,000",0.72511,0.21510916948318481
19,Iowa,Cocaine,2010,"Rate per 100,000",0.81467,0.32998061180114746
20,Kansas,Cocaine,2010,"Rate per 100,000",N/A,N/A
21,Kentucky,Cocaine,2010,"Rate per 100,000",0.87097,0.28182926774024963
22,Louisiana,Cocaine,2010,"Rate per 100,000",0.95593,0.29080682992935181
23,Maine,Cocaine,2010,"Rate per 100,000",N/A,N/A
24,Maryland,Cocaine,2010,"Rate per 100,000",1.35083,0.30016055703163147
25,Massachusetts,Cocaine,2010,"Rate per 100,000",2.55415,0.39124110341072083
26,Michigan,Cocaine,2010,"Rate per 100,000",1.3765,0.23104625940322876
27,Minnesota,Cocaine,2010,"Rate per 100,000",0.47287,0.18427319824695587
28,Mississippi,Cocaine,2010,"Rate per 100,000",N/A,N/A
29,Missouri,Cocaine,2010,"Rate per 100,000",1.05712,0.26704564690589905
30,Montana,Cocaine,2010,"Rate per 100,000",N/A,N/A
31,Nebraska,Cocaine,2010,"Rate per 100,000",N/A,N/A
32,Nevada,Cocaine,2010,"Rate per 100,000",1.74622,0.49770689010620117
33,New Hampshire,Cocaine,2010,"Rate per 100,000",1.73252,0.75160795450210571
34,New Jersey,Cocaine,2010,"Rate per 100,000",1.57044,0.26167899370193481
35,New Mexico,Cocaine,2010,"Rate per 100,000",2.48626,0.71063095331192017
36,New York,Cocaine,2010,"Rate per 100,000",1.97905,0.19915483891963959
37,North Carolina,Cocaine,2010,"Rate per 100,000",1.28765,0.22786164283752441
38,North Dakota,Cocaine,2010,"Rate per 100,000",N/A,N/A
39,Ohio,Cocaine,2010,"Rate per 100,000",2.01857,0.26418691873550415
40,Oklahoma,Cocaine,2010,"Rate per 100,000",0.99106,0.31654751300811768
41,Oregon,Cocaine,2010,"Rate per 100,000",0.51692,0.23093755543231964
42,Pennsylvania,Cocaine,2010,"Rate per 100,000",1.66155,0.23237261176109314
44,Rhode Island,Cocaine,2010,"Rate per 100,000",4.53701,1.3070838451385498
45,South Carolina,Cocaine,2010,"Rate per 100,000",1.37152,0.34113341569900513
46,South Dakota,Cocaine,2010,"Rate per 100,000",N/A,N/A
47,Tennessee,Cocaine,2010,"Rate per 100,000",1.94993,0.34128075838088989
48,Texas,Cocaine,2010,"Rate per 100,000",1.57457,0.15676970779895782
49,Utah,Cocaine,2010,"Rate per 100,000",1.37079,0.45311924815177917
50,Vermont,Cocaine,2010,"Rate per 100,000",N/A,N/A
51,Virginia,Cocaine,2010,"Rate per 100,000",0.86022,0.20221424102783203
53,Washington,Cocaine,2010,"Rate per 100,000",1.02671,0.2427104264497757
54,West Virginia,Cocaine,2010,"Rate per 100,000",3.54944,0.9045899510383606
55,Wisconsin,Cocaine,2010,"Rate per 100,000",1.39901,0.3101361095905304
56,Wyoming,Cocaine,2010,"Rate per 100,000",N/A,N/A
US,United States,Cocaine,2010,"Rate per 100,000",1.32912,4.0822878479957581E-2
01,Alabama,Heroin,2010,"Rate per 100,000",N/A,N/A
02,Alaska,Heroin,2010,"Rate per 100,000",N/A,N/A
04,Arizona,Heroin,2010,"Rate per 100,000",1.46115,0.30345398159999898
05,Arkansas,Heroin,2010,"Rate per 100,000",N/A,N/A
06,California,Heroin,2010,"Rate per 100,000",0.84352,9.2304986759999902E-2
08,Colorado,Heroin,2010,"Rate per 100,000",0.87815,0.25552948848000001
09,Connecticut,Heroin,2010,"Rate per 100,000",2.27169,0.51388451883999897
10,Delaware,Heroin,2010,"Rate per 100,000",N/A,0.9742257714
11,Dist. of Columbia,Heroin,2010,"Rate per 100,000",N/A,1.3639906168
12,Florida,Heroin,2010,"Rate per 100,000",0.2885,8.0481653279999898E-2
13,Georgia,Heroin,2010,"Rate per 100,000",N/A,6.1370538039999901E-2
15,Hawaii,Heroin,2010,"Rate per 100,000",N/A,N/A
16,Idaho,Heroin,2010,"Rate per 100,000",N/A,N/A
17,Illinois,Heroin,2010,"Rate per 100,000",1.20092,0.19333431375999899
18,Indiana,Heroin,2010,"Rate per 100,000",0.89474,0.23641356927999899
19,Iowa,Heroin,2010,"Rate per 100,000",N/A,N/A
20,Kansas,Heroin,2010,"Rate per 100,000",N/A,N/A
21,Kentucky,Heroin,2010,"Rate per 100,000",0.92948,0.30124116315999899
22,Louisiana,Heroin,2010,"Rate per 100,000",N/A,0.19494129228000001
23,Maine,Heroin,2010,"Rate per 100,000",N/A,N/A
24,Maryland,Heroin,2010,"Rate per 100,000",1.63031,0.33303761007999899
25,Massachusetts,Heroin,2010,"Rate per 100,000",1.07742,0.25779173027999902
26,Michigan,Heroin,2010,"Rate per 100,000",2.15871,0.29388650424000001
27,Minnesota,Heroin,2010,"Rate per 100,000",N/A,0.15203393856
28,Mississippi,Heroin,2010,"Rate per 100,000",N/A,N/A
29,Missouri,Heroin,2010,"Rate per 100,000",3.23926,0.47394012456000001
30,Montana,Heroin,2010,"Rate per 100,000",N/A,N/A
31,Nebraska,Heroin,2010,"Rate per 100,000",N/A,N/A
32,Nevada,Heroin,2010,"Rate per 100,000",N/A,0.32551280160000001
33,New Hampshire,Heroin,2010,"Rate per 100,000",N/A,0.60020641352000004
34,New Jersey,Heroin,2010,"Rate per 100,000",1.12667,0.22634257576
35,New Mexico,Heroin,2010,"Rate per 100,000",1.06123,0.4580193856
36,New York,Heroin,2010,"Rate per 100,000",0.99259,0.14156876355999901
37,North Carolina,Heroin,2010,"Rate per 100,000",0.41589,0.13085173051999899
38,North Dakota,Heroin,2010,"Rate per 100,000",N/A,N/A
39,Ohio,Heroin,2010,"Rate per 100,000",3.25612,0.34306290227999903
40,Oklahoma,Heroin,2010,"Rate per 100,000",N/A,N/A
41,Oregon,Heroin,2010,"Rate per 100,000",2.03613,0.45199723659999902
42,Pennsylvania,Heroin,2010,"Rate per 100,000",1.1101,0.19186489392
44,Rhode Island,Heroin,2010,"Rate per 100,000",N/A,N/A
45,South Carolina,Heroin,2010,"Rate per 100,000",N/A,0.18551883336
46,South Dakota,Heroin,2010,"Rate per 100,000",N/A,N/A
47,Tennessee,Heroin,2010,"Rate per 100,000",N/A,0.12315518487999901
48,Texas,Heroin,2010,"Rate per 100,000",1.02265,0.12521950588
49,Utah,Heroin,2010,"Rate per 100,000",1.93704,0.52260937456000001
50,Vermont,Heroin,2010,"Rate per 100,000",N/A,N/A
51,Virginia,Heroin,2010,"Rate per 100,000",0.54409,0.15975727936
53,Washington,Heroin,2010,"Rate per 100,000",0.90299,0.23115037931999899
54,West Virginia,Heroin,2010,"Rate per 100,000",1.65609,0.61653870544
55,Wisconsin,Heroin,2010,"Rate per 100,000",1.70856,0.35248468303999902
56,Wyoming,Heroin,2010,"Rate per 100,000",N/A,N/A
US,United States,Heroin,2010,"Rate per 100,000",0.98127,3.5188244559999901E-2
01,Alabama,Natural and semi-synthetic opioids,2010,"Rate per 100,000",1.75391,0.38394787899999899
02,Alaska,Natural and semi-synthetic opioids,2010,"Rate per 100,000",5.38145,1.76590552572
04,Arizona,Natural and semi-synthetic opioids,2010,"Rate per 100,000",5.17222,0.56738805003999904
05,Arkansas,Natural and semi-synthetic opioids,2010,"Rate per 100,000",4.20053,0.76747110243999905
06,California,Natural and semi-synthetic opioids,2010,"Rate per 100,000",2.76653,0.16781633092000001
08,Colorado,Natural and semi-synthetic opioids,2010,"Rate per 100,000",2.59404,0.44184716099999999
09,Connecticut,Natural and semi-synthetic opioids,2010,"Rate per 100,000",1.06735,0.33165901467999997
10,Delaware,Natural and semi-synthetic opioids,2010,"Rate per 100,000",5.36371,1.5563096917199899
11,Dist. of Columbia,Natural and semi-synthetic opioids,2010,"Rate per 100,000",N/A,N/A
12,Florida,Natural and semi-synthetic opioids,2010,"Rate per 100,000",6.36236,0.37044082515999899
13,Georgia,Natural and semi-synthetic opioids,2010,"Rate per 100,000",3.09563,0.34971527555999898
15,Hawaii,Natural and semi-synthetic opioids,2010,"Rate per 100,000",2.79481,0.88574616368000003
16,Idaho,Natural and semi-synthetic opioids,2010,"Rate per 100,000",2.76975,0.85017110135999996
17,Illinois,Natural and semi-synthetic opioids,2010,"Rate per 100,000",1.36462,0.204229228559999
18,Indiana,Natural and semi-synthetic opioids,2010,"Rate per 100,000",2.20015,0.36828359036000002
19,Iowa,Natural and semi-synthetic opioids,2010,"Rate per 100,000",2.60587,0.60129058359999898
20,Kansas,Natural and semi-synthetic opioids,2010,"Rate per 100,000",1.86891,0.51616586671999898
21,Kentucky,Natural and semi-synthetic opioids,2010,"Rate per 100,000",10.32921,0.97986308420000001
22,Louisiana,Natural and semi-synthetic opioids,2010,"Rate per 100,000",1.52976,0.36895235999999898
23,Maine,Natural and semi-synthetic opioids,2010,"Rate per 100,000",4.04016,1.1243254035999899
24,Maryland,Natural and semi-synthetic opioids,2010,"Rate per 100,000",3.4725,0.48021818488000001
25,Massachusetts,Natural and semi-synthetic opioids,2010,"Rate per 100,000",2.53998,0.38668282575999902
26,Michigan,Natural and semi-synthetic opioids,2010,"Rate per 100,000",2.45046,0.31307625468
27,Minnesota,Natural and semi-synthetic opioids,2010,"Rate per 100,000",1.84434,0.36833843507999903
28,Mississippi,Natural and semi-synthetic opioids,2010,"Rate per 100,000",1.73875,0.47436821208000002
29,Missouri,Natural and semi-synthetic opioids,2010,"Rate per 100,000",4.13448,0.52431606807999898
30,Montana,Natural and semi-synthetic opioids,2010,"Rate per 100,000",3.66097,1.2824238291200001
31,Nebraska,Natural and semi-synthetic opioids,2010,"Rate per 100,000",1.97064,0.68670390067999898
32,Nevada,Natural and semi-synthetic opioids,2010,"Rate per 100,000",10.82386,1.23617530848
33,New Hampshire,Natural and semi-synthetic opioids,2010,"Rate per 100,000",4.60271,1.18207093732
34,New Jersey,Natural and semi-synthetic opioids,2010,"Rate per 100,000",1.95616,0.29485056943999899
35,New Mexico,Natural and semi-synthetic opioids,2010,"Rate per 100,000",5.60881,1.0464111915600001
36,New York,Natural and semi-synthetic opioids,2010,"Rate per 100,000",2.63185,0.22775176480000001
37,North Carolina,Natural and semi-synthetic opioids,2010,"Rate per 100,000",4.42139,0.42308609196000002
38,North Dakota,Natural and semi-synthetic opioids,2010,"Rate per 100,000",N/A,1.05236248068
39,Ohio,Natural and semi-synthetic opioids,2010,"Rate per 100,000",4.50045,0.39501996015999902
40,Oklahoma,Natural and semi-synthetic opioids,2010,"Rate per 100,000",9.34509,1.0080471178399899
41,Oregon,Natural and semi-synthetic opioids,2010,"Rate per 100,000",3.43517,0.59036406379999895
42,Pennsylvania,Natural and semi-synthetic opioids,2010,"Rate per 100,000",2.6371,0.29028505715999903
44,Rhode Island,Natural and semi-synthetic opioids,2010,"Rate per 100,000",4.17079,1.2409407133200001
45,South Carolina,Natural and semi-synthetic opioids,2010,"Rate per 100,000",3.18244,0.52371131987999897
46,South Dakota,Natural and semi-synthetic opioids,2010,"Rate per 100,000",2.8508,1.2779359916399899
47,Tennessee,Natural and semi-synthetic opioids,2010,"Rate per 100,000",6.66561,0.64317007804000004
48,Texas,Natural and semi-synthetic opioids,2010,"Rate per 100,000",2.17094,0.18454813748000001
49,Utah,Natural and semi-synthetic opioids,2010,"Rate per 100,000",8.48731,1.13940262716
50,Vermont,Natural and semi-synthetic opioids,2010,"Rate per 100,000",4.34079,1.69317430632
51,Virginia,Natural and semi-synthetic opioids,2010,"Rate per 100,000",2.38888,0.33732309519999998
53,Washington,Natural and semi-synthetic opioids,2010,"Rate per 100,000",4.14239,0.48057405423999899
54,West Virginia,Natural and semi-synthetic opioids,2010,"Rate per 100,000",19.40907,2.09559619079999
55,Wisconsin,Natural and semi-synthetic opioids,2010,"Rate per 100,000",3.95146,0.52215829623999899
56,Wyoming,Natural and semi-synthetic opioids,2010,"Rate per 100,000",5.55688,2.0051615967599901
US,United States,Natural and semi-synthetic opioids,2010,"Rate per 100,000",3.51129,6.6584281119999894E-2
01,Alabama,Psychostimulants,2010,"Rate per 100,000",0.52014,0.20955023169517517
02,Alaska,Psychostimulants,2010,"Rate per 100,000",N/A,N/A
04,Arizona,Psychostimulants,2010,"Rate per 100,000",1.78208,0.34112498164176941
05,Arkansas,Psychostimulants,2010,"Rate per 100,000",1.18981,0.42315053939819336
06,California,Psychostimulants,2010,"Rate per 100,000",1.48988,0.12339355796575546
08,Colorado,Psychostimulants,2010,"Rate per 100,000",0.75986,0.24020417034626007
09,Connecticut,Psychostimulants,2010,"Rate per 100,000",N/A,N/A
10,Delaware,Psychostimulants,2010,"Rate per 100,000",N/A,N/A
11,Dist. of Columbia,Psychostimulants,2010,"Rate per 100,000",N/A,N/A
12,Florida,Psychostimulants,2010,"Rate per 100,000",0.324,8.4286272525787354E-2
13,Georgia,Psychostimulants,2010,"Rate per 100,000",0.68055,0.16416358947753906
15,Hawaii,Psychostimulants,2010,"Rate per 100,000",3.32237,0.98748910427093506
16,Idaho,Psychostimulants,2010,"Rate per 100,000",N/A,N/A
17,Illinois,Psychostimulants,2010,"Rate per 100,000",N/A,N/A
18,Indiana,Psychostimulants,2010,"Rate per 100,000",N/A,N/A
19,Iowa,Psychostimulants,2010,"Rate per 100,000",0.90469,0.36130696535110474
20,Kansas,Psychostimulants,2010,"Rate per 100,000",N/A,N/A
21,Kentucky,Psychostimulants,2010,"Rate per 100,000",N/A,N/A
22,Louisiana,Psychostimulants,2010,"Rate per 100,000",N/A,N/A
23,Maine,Psychostimulants,2010,"Rate per 100,000",N/A,N/A
24,Maryland,Psychostimulants,2010,"Rate per 100,000",N/A,N/A
25,Massachusetts,Psychostimulants,2010,"Rate per 100,000",N/A,N/A
26,Michigan,Psychostimulants,2010,"Rate per 100,000",N/A,N/A
27,Minnesota,Psychostimulants,2010,"Rate per 100,000",N/A,N/A
28,Mississippi,Psychostimulants,2010,"Rate per 100,000",N/A,N/A
29,Missouri,Psychostimulants,2010,"Rate per 100,000",0.77338,0.23046679794788361
30,Montana,Psychostimulants,2010,"Rate per 100,000",N/A,N/A
31,Nebraska,Psychostimulants,2010,"Rate per 100,000",N/A,N/A
32,Nevada,Psychostimulants,2010,"Rate per 100,000",2.8769,0.63608098030090332
33,New Hampshire,Psychostimulants,2010,"Rate per 100,000",N/A,N/A
34,New Jersey,Psychostimulants,2010,"Rate per 100,000",N/A,N/A
35,New Mexico,Psychostimulants,2010,"Rate per 100,000",1.41492,0.53288030624389648
36,New York,Psychostimulants,2010,"Rate per 100,000",0.15086,5.4877616465091705E-2
37,North Carolina,Psychostimulants,2010,"Rate per 100,000",N/A,N/A
38,North Dakota,Psychostimulants,2010,"Rate per 100,000",N/A,N/A
39,Ohio,Psychostimulants,2010,"Rate per 100,000",N/A,N/A
40,Oklahoma,Psychostimulants,2010,"Rate per 100,000",2.48708,0.52244412899017334
41,Oregon,Psychostimulants,2010,"Rate per 100,000",0.91925,0.31432619690895081
42,Pennsylvania,Psychostimulants,2010,"Rate per 100,000",N/A,N/A
44,Rhode Island,Psychostimulants,2010,"Rate per 100,000",N/A,N/A
45,South Carolina,Psychostimulants,2010,"Rate per 100,000",N/A,N/A
46,South Dakota,Psychostimulants,2010,"Rate per 100,000",N/A,N/A
47,Tennessee,Psychostimulants,2010,"Rate per 100,000",0.62312,0.19835519790649414
48,Texas,Psychostimulants,2010,"Rate per 100,000",0.58399,9.5022827386856079E-2
49,Utah,Psychostimulants,2010,"Rate per 100,000",1.37887,0.46536442637443542
50,Vermont,Psychostimulants,2010,"Rate per 100,000",N/A,N/A
51,Virginia,Psychostimulants,2010,"Rate per 100,000",N/A,N/A
53,Washington,Psychostimulants,2010,"Rate per 100,000",1.39565,0.28219687938690186
54,West Virginia,Psychostimulants,2010,"Rate per 100,000",N/A,N/A
55,Wisconsin,Psychostimulants,2010,"Rate per 100,000",N/A,N/A
56,Wyoming,Psychostimulants,2010,"Rate per 100,000",N/A,N/A
US,United States,Psychostimulants,2010,"Rate per 100,000",0.59475,2.7558770030736923E-2
01,Alabama,Synthetic opioids,2010,"Rate per 100,000",0.73558,0.25063982355999898
02,Alaska,Synthetic opioids,2010,"Rate per 100,000",N/A,0.96401023572
04,Arizona,Synthetic opioids,2010,"Rate per 100,000",1.04324,0.25091342975999897
05,Arkansas,Synthetic opioids,2010,"Rate per 100,000",2.06992,0.54487077035999898
06,California,Synthetic opioids,2010,"Rate per 100,000",0.53014,7.3228234239999898E-2
08,Colorado,Synthetic opioids,2010,"Rate per 100,000",1.10796,0.28855489264
09,Connecticut,Synthetic opioids,2010,"Rate per 100,000",0.61157,0.25875680095999898
10,Delaware,Synthetic opioids,2010,"Rate per 100,000",N/A,0.82530317015999899
11,Dist. of Columbia,Synthetic opioids,2010,"Rate per 100,000",N/A,N/A
12,Florida,Synthetic opioids,2010,"Rate per 100,000",0.76321,0.12587732892
13,Georgia,Synthetic opioids,2010,"Rate per 100,000",1.04207,0.20248182192
15,Hawaii,Synthetic opioids,2010,"Rate per 100,000",N/A,N/A
16,Idaho,Synthetic opioids,2010,"Rate per 100,000",N/A,0.52772093304000001
17,Illinois,Synthetic opioids,2010,"Rate per 100,000",0.91814,0.16958628736
18,Indiana,Synthetic opioids,2010,"Rate per 100,000",0.7674,0.21747826407999901
19,Iowa,Synthetic opioids,2010,"Rate per 100,000",1.50605,0.45828077511999898
20,Kansas,Synthetic opioids,2010,"Rate per 100,000",N/A,0.29750100491999898
21,Kentucky,Synthetic opioids,2010,"Rate per 100,000",1.25674,0.34295496704
22,Louisiana,Synthetic opioids,2010,"Rate per 100,000",0.47605,0.20710918003999901
23,Maine,Synthetic opioids,2010,"Rate per 100,000",1.71361,0.74780924287999895
24,Maryland,Synthetic opioids,2010,"Rate per 100,000",0.87683,0.24278801259999899
25,Massachusetts,Synthetic opioids,2010,"Rate per 100,000",0.99454,0.2404040352
26,Michigan,Synthetic opioids,2010,"Rate per 100,000",0.87507,0.19011252847999899
27,Minnesota,Synthetic opioids,2010,"Rate per 100,000",0.67232,0.21934500532000001
28,Mississippi,Synthetic opioids,2010,"Rate per 100,000",0.82025,0.32691393503999899
29,Missouri,Synthetic opioids,2010,"Rate per 100,000",1.49857,0.31196132240000002
30,Montana,Synthetic opioids,2010,"Rate per 100,000",N/A,0.76198266339999898
31,Nebraska,Synthetic opioids,2010,"Rate per 100,000",1.19917,0.52190192235999899
32,Nevada,Synthetic opioids,2010,"Rate per 100,000",1.37611,0.43706367711999899
33,New Hampshire,Synthetic opioids,2010,"Rate per 100,000",1.53943,0.66518100935999902
34,New Jersey,Synthetic opioids,2010,"Rate per 100,000",0.39413,0.13241206495999899
35,New Mexico,Synthetic opioids,2010,"Rate per 100,000",0.94448,0.42310621527999998
36,New York,Synthetic opioids,2010,"Rate per 100,000",0.85611,0.12955732691999899
37,North Carolina,Synthetic opioids,2010,"Rate per 100,000",1.75373,0.26626998468000002
38,North Dakota,Synthetic opioids,2010,"Rate per 100,000",N/A,N/A
39,Ohio,Synthetic opioids,2010,"Rate per 100,000",1.54694,0.23319736215999901
40,Oklahoma,Synthetic opioids,2010,"Rate per 100,000",3.01038,0.58122349992
41,Oregon,Synthetic opioids,2010,"Rate per 100,000",0.70652,0.27086184328000001
42,Pennsylvania,Synthetic opioids,2010,"Rate per 100,000",0.79439,0.15942117464
44,Rhode Island,Synthetic opioids,2010,"Rate per 100,000",N/A,0.58707081691999996
45,South Carolina,Synthetic opioids,2010,"Rate per 100,000",1.24381,0.32482171735999998
46,South Dakota,Synthetic opioids,2010,"Rate per 100,000",N/A,N/A
47,Tennessee,Synthetic opioids,2010,"Rate per 100,000",1.12488,0.26366146967999898
48,Texas,Synthetic opioids,2010,"Rate per 100,000",0.61176,9.660505036E-2
49,Utah,Synthetic opioids,2010,"Rate per 100,000",2.03011,0.57130964351999902
50,Vermont,Synthetic opioids,2010,"Rate per 100,000",N/A,N/A
51,Virginia,Synthetic opioids,2010,"Rate per 100,000",1.04747,0.22256710812
53,Washington,Synthetic opioids,2010,"Rate per 100,000",0.93159,0.23031913547999899
54,West Virginia,Synthetic opioids,2010,"Rate per 100,000",5.79298,1.1487974030400001
55,Wisconsin,Synthetic opioids,2010,"Rate per 100,000",1.15748,0.28460138839999899
56,Wyoming,Synthetic opioids,2010,"Rate per 100,000",N/A,N/A
US,United States,Synthetic opioids,2010,"Rate per 100,000",0.95685,3.4766234999999902E-2
01,Alabama,Cocaine,2011,"Rate per 100,000",0.45916,0.19266055524349213
02,Alaska,Cocaine,2011,"Rate per 100,000",N/A,N/A
04,Arizona,Cocaine,2011,"Rate per 100,000",0.89632,0.23780593276023865
05,Arkansas,Cocaine,2011,"Rate per 100,000",N/A,N/A
06,California,Cocaine,2011,"Rate per 100,000",0.65991,8.1440411508083344E-2
08,Colorado,Cocaine,2011,"Rate per 100,000",1.72379,0.35744214057922363
09,Connecticut,Cocaine,2011,"Rate per 100,000",2.1743,0.49525094032287598
10,Delaware,Cocaine,2011,"Rate per 100,000",N/A,N/A
11,Dist. of Columbia,Cocaine,2011,"Rate per 100,000",4.69089,1.7032148838043213
12,Florida,Cocaine,2011,"Rate per 100,000",2.0133,0.20842543244361877
13,Georgia,Cocaine,2011,"Rate per 100,000",0.98266,0.19312065839767456
15,Hawaii,Cocaine,2011,"Rate per 100,000",N/A,N/A
16,Idaho,Cocaine,2011,"Rate per 100,000",N/A,N/A
17,Illinois,Cocaine,2011,"Rate per 100,000",2.41544,0.27193129062652588
18,Indiana,Cocaine,2011,"Rate per 100,000",0.5363,0.18317340314388275
19,Iowa,Cocaine,2011,"Rate per 100,000",N/A,N/A
20,Kansas,Cocaine,2011,"Rate per 100,000",N/A,N/A
21,Kentucky,Cocaine,2011,"Rate per 100,000",0.76819,0.27077338099479675
22,Louisiana,Cocaine,2011,"Rate per 100,000",1.28019,0.34575790166854858
23,Maine,Cocaine,2011,"Rate per 100,000",N/A,N/A
24,Maryland,Cocaine,2011,"Rate per 100,000",1.49615,0.31567704677581787
25,Massachusetts,Cocaine,2011,"Rate per 100,000",3.08426,0.43163606524467468
26,Michigan,Cocaine,2011,"Rate per 100,000",1.52748,0.24800848960876465
27,Minnesota,Cocaine,2011,"Rate per 100,000",0.69335,0.22140409052371979
28,Mississippi,Cocaine,2011,"Rate per 100,000",N/A,N/A
29,Missouri,Cocaine,2011,"Rate per 100,000",0.98209,0.25875368714332581
30,Montana,Cocaine,2011,"Rate per 100,000",N/A,N/A
31,Nebraska,Cocaine,2011,"Rate per 100,000",N/A,N/A
32,Nevada,Cocaine,2011,"Rate per 100,000",1.59943,0.47677081823348999
33,New Hampshire,Cocaine,2011,"Rate per 100,000",1.67187,0.70488238334655762
34,New Jersey,Cocaine,2011,"Rate per 100,000",1.30857,0.23886901140213013
35,New Mexico,Cocaine,2011,"Rate per 100,000",2.62496,0.72167396545410156
36,New York,Cocaine,2011,"Rate per 100,000",2.33409,0.21419879794120789
37,North Carolina,Cocaine,2011,"Rate per 100,000",1.84296,0.27428966760635376
38,North Dakota,Cocaine,2011,"Rate per 100,000",N/A,N/A
39,Ohio,Cocaine,2011,"Rate per 100,000",2.76534,0.31187289953231812
40,Oklahoma,Cocaine,2011,"Rate per 100,000",0.95083,0.30880573391914368
41,Oregon,Cocaine,2011,"Rate per 100,000",0.8545,0.29963868856430054
42,Pennsylvania,Cocaine,2011,"Rate per 100,000",1.71697,0.23420260846614838
44,Rhode Island,Cocaine,2011,"Rate per 100,000",4.1909,1.2797971963882446
45,South Carolina,Cocaine,2011,"Rate per 100,000",1.36639,0.34582746028900146
46,South Dakota,Cocaine,2011,"Rate per 100,000",N/A,N/A
47,Tennessee,Cocaine,2011,"Rate per 100,000",2.0575,0.35455793142318726
48,Texas,Cocaine,2011,"Rate per 100,000",1.76932,0.1634460836648941
49,Utah,Cocaine,2011,"Rate per 100,000",1.57904,0.49330514669418335
50,Vermont,Cocaine,2011,"Rate per 100,000",N/A,N/A
51,Virginia,Cocaine,2011,"Rate per 100,000",1.1941,0.24170905351638794
